Cust_ID,International.Plan,Voice.Mail.Plan,X..Vmail.Messages,X..customer.Service.Calls,Churn,trainrows
2971,no,no,0,2,False.,Yes
2972,no,no,0,2,False.,Yes
2973,no,no,0,2,False.,Yes
2974,no,no,0,2,False.,Yes
2975,no,no,0,0,True.,Yes
2976,no,yes,32,3,False.,No
2977,no,no,0,3,False.,Yes
2978,no,no,0,2,False.,No
2979,no,yes,19,0,False.,Yes
2980,no,yes,26,1,False.,Yes
2981,no,no,0,1,False.,No
2982,no,yes,20,1,False.,Yes
2983,yes,no,0,2,True.,Yes
2984,no,no,0,1,False.,Yes
2985,no,no,0,1,True.,Yes
2986,no,no,0,1,False.,Yes
2987,no,no,0,1,False.,No
2988,no,yes,50,2,False.,No
2989,no,yes,36,1,False.,No
2990,no,no,0,1,True.,Yes
2991,no,no,0,0,False.,Yes
2992,no,no,0,0,False.,Yes
2993,no,yes,34,1,False.,Yes
2994,no,yes,27,0,False.,Yes
2995,no,no,0,3,False.,Yes
2996,yes,no,0,0,False.,No
2997,no,no,0,1,False.,No
2998,no,yes,32,0,False.,No
2999,no,no,0,2,False.,Yes
3000,no,yes,36,1,False.,Yes
3001,no,no,0,1,True.,Yes
3002,no,yes,17,4,True.,No
3003,no,yes,15,2,False.,No
3004,no,yes,32,5,False.,No
3005,yes,no,0,2,False.,Yes
3006,no,no,0,3,False.,Yes
3007,no,yes,19,1,False.,Yes
3008,no,no,0,0,False.,Yes
3009,no,no,0,2,True.,Yes
3010,no,no,0,2,False.,Yes
3011,no,no,0,2,False.,No
3012,yes,no,0,1,False.,Yes
3013,no,no,0,0,False.,Yes
3014,no,no,0,1,False.,Yes
3015,no,yes,34,4,False.,No
3016,no,no,0,4,False.,No
3017,no,no,0,2,False.,Yes
3018,no,no,0,0,False.,Yes
3019,no,no,0,4,False.,No
3020,no,no,0,0,False.,Yes
3021,no,no,0,1,False.,Yes
3022,no,no,0,2,False.,Yes
3023,no,no,0,2,False.,No
3024,no,no,0,2,False.,No
3025,no,no,0,1,True.,Yes
3026,no,no,0,2,True.,Yes
3027,no,no,0,4,True.,Yes
3028,no,yes,23,1,False.,Yes
3029,no,no,0,2,False.,Yes
3030,no,no,0,3,False.,No
3031,no,no,0,1,False.,Yes
3032,no,no,0,2,False.,Yes
3033,no,no,0,1,False.,Yes
3034,yes,no,0,1,False.,Yes
3035,no,no,0,2,True.,No
3036,no,no,0,0,False.,Yes
3037,no,no,0,0,True.,Yes
3038,no,yes,40,0,False.,No
3039,no,no,0,1,False.,No
3040,no,no,0,0,False.,Yes
3041,no,no,0,1,False.,Yes
3042,no,yes,31,4,False.,No
3043,yes,no,0,1,True.,Yes
3044,no,yes,19,0,False.,No
3045,no,no,0,0,False.,No
3046,no,no,0,0,False.,Yes
3047,no,yes,19,1,False.,Yes
3048,no,no,0,1,True.,No
3049,yes,no,0,1,False.,Yes
3050,yes,no,0,2,False.,Yes
3051,no,no,0,0,True.,Yes
3052,no,no,0,2,False.,Yes
3053,no,no,0,5,True.,Yes
3054,no,no,0,7,False.,Yes
3055,no,no,0,3,False.,Yes
3056,no,no,0,1,False.,Yes
3057,no,no,0,1,False.,Yes
3058,no,yes,20,1,False.,No
3059,no,no,0,6,True.,Yes
3060,no,no,0,1,False.,Yes
3061,no,no,0,5,True.,Yes
3062,no,yes,36,6,True.,No
3063,no,no,0,1,False.,Yes
3064,no,yes,30,0,False.,Yes
3065,no,no,0,3,True.,No
3066,no,no,0,1,False.,Yes
3067,no,no,0,1,False.,Yes
3068,no,yes,20,0,False.,Yes
3069,no,no,0,1,True.,Yes
3070,no,no,0,2,False.,Yes
3071,no,yes,22,1,False.,Yes
3072,yes,no,0,0,True.,Yes
3073,no,yes,35,2,True.,Yes
3074,no,no,0,0,False.,Yes
3075,no,no,0,1,False.,No
3076,no,no,0,0,False.,Yes
3077,yes,no,0,1,False.,No
3078,no,no,0,0,False.,No
3079,no,no,0,1,False.,Yes
3080,no,no,0,7,True.,Yes
3081,no,no,0,3,True.,Yes
3082,no,no,0,1,False.,Yes
3083,no,no,0,2,False.,Yes
3084,no,no,0,1,False.,Yes
3085,no,no,0,1,False.,No
3086,no,no,0,3,False.,Yes
3087,no,yes,12,2,False.,Yes
3088,yes,no,0,3,True.,Yes
3089,no,no,0,3,False.,Yes
3090,yes,no,0,2,True.,Yes
3091,no,yes,28,1,False.,No
3092,yes,no,0,1,False.,Yes
3093,no,yes,24,1,False.,No
3094,no,no,0,1,False.,No
3095,no,no,0,1,True.,No
3096,no,yes,31,2,False.,Yes
3097,no,yes,34,1,False.,No
3098,no,yes,30,0,False.,Yes
3099,no,no,0,0,False.,Yes
3100,no,no,0,1,False.,Yes
3101,no,no,0,3,False.,No
3102,no,no,0,1,False.,Yes
3103,no,no,0,3,True.,No
3104,no,no,0,1,False.,Yes
3105,no,no,0,1,False.,Yes
3106,no,no,0,2,False.,Yes
3107,no,no,0,1,False.,Yes
3108,no,no,0,3,False.,Yes
3109,no,yes,31,0,False.,Yes
3110,no,yes,39,5,False.,Yes
3111,no,no,0,2,False.,Yes
3112,no,yes,37,1,False.,Yes
3113,no,no,0,1,False.,No
3114,no,no,0,2,False.,Yes
3115,no,no,0,0,False.,Yes
3116,no,yes,25,2,False.,Yes
3117,no,no,0,1,False.,Yes
3118,no,no,0,5,False.,Yes
3119,no,no,0,2,False.,No
3120,no,no,0,3,True.,Yes
3121,no,yes,23,1,False.,Yes
3122,no,no,0,0,False.,Yes
3123,no,yes,33,0,False.,No
3124,no,yes,35,4,True.,Yes
3125,no,no,0,1,False.,No
3126,no,yes,22,2,False.,Yes
3127,no,yes,32,6,False.,Yes
3128,no,yes,28,4,False.,Yes
3129,no,no,0,1,False.,No
3130,no,yes,34,0,False.,No
3131,no,no,0,3,False.,No
3132,yes,no,0,3,False.,No
3133,no,no,0,1,False.,Yes
3134,no,no,0,1,False.,Yes
3135,no,yes,42,1,False.,Yes
3136,no,no,0,4,True.,Yes
3137,no,no,0,3,False.,Yes
3138,no,no,0,0,False.,No
3139,no,yes,28,2,False.,Yes
3140,no,no,0,1,False.,Yes
3141,no,no,0,0,False.,Yes
3142,no,no,0,0,False.,No
3143,no,no,0,0,False.,Yes
3144,no,no,0,1,False.,No
3145,no,no,0,1,False.,Yes
3146,no,no,0,2,True.,Yes
3147,no,no,0,1,False.,No
3148,no,no,0,2,False.,No
3149,no,no,0,0,False.,No
3150,no,no,0,3,False.,Yes
3151,no,no,0,4,True.,No
3152,no,no,0,1,False.,Yes
3153,no,no,0,2,False.,No
3154,no,no,0,0,False.,Yes
3155,no,no,0,0,False.,No
3156,no,no,0,2,False.,Yes
3157,no,no,0,2,False.,Yes
3158,no,no,0,1,False.,No
3159,no,no,0,3,False.,No
3160,no,yes,35,2,False.,Yes
3161,no,no,0,3,False.,Yes
3162,no,no,0,2,False.,Yes
3163,no,yes,31,0,False.,Yes
3164,no,yes,25,1,False.,Yes
3165,no,no,0,4,True.,Yes
3166,no,yes,29,3,False.,Yes
3167,no,no,0,3,False.,No
3168,no,no,0,0,False.,Yes
3169,no,yes,21,2,False.,No
3170,no,yes,26,1,False.,No
3171,no,no,0,3,True.,Yes
3172,no,yes,34,1,False.,Yes
3173,no,no,0,0,True.,Yes
3174,no,yes,38,2,False.,Yes
3175,no,no,0,1,False.,No
3176,no,yes,40,2,False.,Yes
3177,no,no,0,2,False.,No
3178,no,yes,29,0,False.,No
3179,no,no,0,1,False.,Yes
3180,no,no,0,5,True.,Yes
3181,no,no,0,0,False.,Yes
3182,no,no,0,6,False.,Yes
3183,no,no,0,3,False.,No
3184,no,no,0,0,False.,Yes
3185,no,no,0,2,False.,Yes
3186,yes,no,0,3,False.,Yes
3187,yes,no,0,3,False.,No
3188,no,no,0,0,False.,Yes
3189,no,yes,29,1,False.,No
3190,no,yes,30,3,False.,Yes
3191,no,no,0,1,False.,Yes
3192,no,no,0,1,False.,Yes
3193,no,no,0,0,False.,Yes
3194,no,no,0,2,True.,Yes
3195,no,no,0,1,False.,No
3196,no,yes,27,1,False.,No
3197,no,yes,36,3,False.,No
3198,no,no,0,2,False.,Yes
3199,no,no,0,0,False.,Yes
3200,no,no,0,0,False.,Yes
3201,no,no,0,0,False.,Yes
3202,no,yes,32,1,False.,Yes
3203,no,yes,32,3,False.,Yes
3204,no,no,0,2,False.,Yes
3205,no,yes,13,0,False.,Yes
3206,no,no,0,0,False.,Yes
3207,no,yes,26,1,False.,Yes
3208,no,no,0,1,False.,Yes
3209,no,yes,30,2,False.,Yes
3210,yes,no,0,0,False.,Yes
3211,no,yes,28,1,False.,Yes
3212,no,yes,32,1,False.,No
3213,no,no,0,7,True.,Yes
3214,no,no,0,2,True.,No
3215,no,no,0,0,False.,Yes
3216,no,no,0,4,False.,Yes
3217,no,no,0,1,False.,Yes
3218,no,no,0,2,False.,No
3219,no,yes,33,1,False.,Yes
3220,no,no,0,0,False.,Yes
3221,no,yes,21,2,False.,Yes
3222,no,no,0,1,False.,Yes
3223,no,no,0,3,False.,Yes
3224,no,yes,17,0,False.,Yes
3225,no,yes,24,3,False.,No
3226,no,no,0,4,True.,Yes
3227,no,no,0,0,False.,Yes
3228,no,no,0,4,True.,No
3229,no,no,0,3,False.,Yes
3230,no,yes,16,2,False.,Yes
3231,no,yes,25,3,False.,No
3232,no,no,0,5,False.,Yes
3233,no,no,0,2,True.,No
3234,no,no,0,2,False.,Yes
3235,no,no,0,3,False.,Yes
3236,no,no,0,1,False.,Yes
3237,no,yes,36,1,False.,No
3238,no,no,0,3,False.,Yes
3239,no,no,0,2,False.,Yes
3240,no,no,0,2,False.,No
3241,no,no,0,5,False.,Yes
3242,no,yes,31,1,False.,Yes
3243,no,no,0,2,False.,Yes
3244,no,no,0,3,False.,Yes
3245,no,no,0,5,True.,Yes
3246,no,no,0,3,False.,Yes
3247,no,no,0,1,False.,Yes
3248,no,no,0,4,False.,Yes
3249,yes,no,0,0,True.,No
3250,no,no,0,1,False.,Yes
3251,no,yes,14,2,False.,Yes
3252,no,no,0,0,True.,Yes
3253,no,no,0,1,False.,Yes
3254,no,no,0,2,False.,Yes
3255,no,yes,47,2,False.,Yes
3256,no,no,0,2,False.,Yes
3257,no,no,0,3,False.,Yes
3258,yes,no,0,4,True.,Yes
3259,no,no,0,3,False.,No
3260,no,no,0,1,False.,No
3261,no,no,0,0,False.,No
3262,no,no,0,2,False.,Yes
3263,no,no,0,0,False.,Yes
3264,no,yes,30,2,False.,Yes
3265,no,no,0,1,False.,Yes
3266,no,yes,44,1,False.,No
3267,no,no,0,2,True.,Yes
3268,no,no,0,1,False.,Yes
3269,no,no,0,1,True.,Yes
3270,no,no,0,4,True.,Yes
3271,no,no,0,0,False.,Yes
3272,no,no,0,1,False.,Yes
3273,no,no,0,3,False.,Yes
3274,no,no,0,3,False.,Yes
3275,no,yes,43,2,False.,Yes
3276,no,yes,28,0,False.,No
3277,no,no,0,0,False.,Yes
3278,no,yes,41,1,False.,Yes
3279,no,no,0,0,False.,Yes
3280,no,no,0,1,False.,No
3281,yes,no,0,1,False.,No
3282,no,no,0,5,False.,No
3283,no,no,0,3,False.,No
3284,no,no,0,2,False.,No
3285,no,no,0,0,False.,Yes
3286,no,no,0,0,False.,Yes
3287,no,no,0,3,False.,Yes
3288,no,yes,39,1,False.,Yes
3289,yes,no,0,1,False.,Yes
3290,yes,no,0,0,True.,Yes
3291,no,no,0,6,True.,Yes
3292,no,no,0,0,True.,Yes
3293,no,yes,37,2,False.,Yes
3294,no,no,0,1,False.,Yes
3295,no,yes,41,0,False.,Yes
3296,no,yes,29,2,False.,Yes
3297,no,no,0,1,False.,Yes
3298,no,no,0,0,False.,Yes
3299,no,yes,32,2,False.,Yes
3300,no,no,0,1,False.,Yes
3301,yes,no,0,1,False.,No
3302,no,yes,32,1,False.,Yes
3303,no,no,0,3,False.,No
3304,no,yes,40,1,False.,Yes
3305,no,no,0,1,False.,Yes
3306,no,no,0,1,True.,No
3307,no,no,0,1,False.,Yes
3308,no,yes,22,0,False.,Yes
3309,no,no,0,2,False.,Yes
3310,yes,yes,24,3,True.,Yes
3311,yes,no,0,1,False.,Yes
3312,no,no,0,2,False.,No
3313,no,yes,38,0,False.,No
3314,no,no,0,1,False.,Yes
3315,yes,no,0,3,False.,Yes
3316,no,yes,31,1,False.,No
3317,no,yes,24,0,False.,No
3318,no,yes,30,1,False.,Yes
3319,no,yes,18,2,False.,Yes
3320,no,yes,35,2,False.,No
3321,no,yes,12,0,False.,Yes
3322,no,no,0,1,False.,Yes
3323,yes,yes,29,3,False.,Yes
3324,no,no,0,2,False.,Yes
3325,no,no,0,3,True.,Yes
3326,no,no,0,2,False.,Yes
3327,no,no,0,2,True.,Yes
3328,no,no,0,0,False.,Yes
3329,no,no,0,5,False.,Yes
3330,no,no,0,1,False.,Yes
3331,no,no,0,1,False.,No
3332,no,yes,27,1,False.,No
3333,no,no,0,1,False.,Yes
3334,no,no,0,0,False.,Yes
3335,no,yes,28,1,False.,No
3336,no,yes,25,3,False.,Yes
3337,no,yes,34,0,False.,No
3338,yes,no,0,1,False.,Yes
3339,no,no,0,3,True.,Yes
3340,no,yes,33,2,False.,Yes
3341,no,no,0,1,False.,Yes
3342,yes,no,0,1,True.,No
3343,no,yes,30,0,False.,No
3344,yes,no,0,5,True.,Yes
3345,no,no,0,1,False.,Yes
3346,no,no,0,3,False.,Yes
3347,yes,yes,44,0,True.,Yes
3348,no,no,0,4,True.,Yes
3349,no,no,0,0,False.,Yes
3350,no,no,0,0,False.,Yes
3351,no,no,0,0,False.,No
3352,no,no,0,2,False.,Yes
3353,no,no,0,0,False.,Yes
3354,no,yes,24,1,False.,No
3355,no,yes,30,1,False.,No
3356,yes,no,0,2,True.,No
3357,no,no,0,3,False.,No
3358,no,no,0,2,False.,Yes
3359,no,no,0,2,False.,Yes
3360,no,no,0,1,False.,Yes
3361,no,no,0,1,False.,Yes
3362,no,no,0,1,False.,Yes
3363,no,no,0,1,False.,Yes
3364,no,no,0,2,False.,Yes
3365,no,yes,24,0,False.,Yes
3366,no,no,0,3,True.,No
3367,no,yes,33,3,False.,Yes
3368,no,no,0,1,False.,No
3369,no,no,0,2,True.,Yes
3370,yes,no,0,1,False.,Yes
3371,no,no,0,2,False.,Yes
3372,no,no,0,2,False.,No
3373,no,no,0,2,True.,Yes
3374,no,no,0,3,False.,No
3375,no,no,0,1,False.,No
3376,no,yes,27,1,False.,Yes
3377,no,yes,22,1,False.,Yes
3378,no,no,0,2,False.,Yes
3379,no,no,0,2,False.,Yes
3380,no,yes,43,2,False.,No
3381,no,no,0,4,True.,No
3382,no,no,0,1,False.,Yes
3383,no,yes,31,3,False.,Yes
3384,no,no,0,3,False.,Yes
3385,no,yes,27,1,False.,Yes
3386,no,no,0,0,False.,Yes
3387,no,yes,30,0,False.,Yes
3388,no,yes,42,4,True.,No
3389,no,no,0,1,False.,Yes
3390,no,no,0,1,False.,Yes
3391,no,no,0,0,False.,Yes
3392,yes,yes,22,1,True.,Yes
3393,no,no,0,1,False.,Yes
3394,no,no,0,0,False.,Yes
3395,no,no,0,1,False.,Yes
3396,no,no,0,1,False.,No
3397,no,no,0,1,False.,Yes
3398,no,yes,33,1,False.,Yes
3399,no,no,0,1,False.,Yes
3400,no,no,0,2,False.,Yes
3401,no,yes,21,1,False.,Yes
3402,no,no,0,0,True.,Yes
3403,yes,no,0,1,False.,Yes
3404,no,yes,26,2,False.,Yes
3405,yes,no,0,4,True.,Yes
3406,no,yes,22,2,False.,Yes
3407,no,yes,29,1,False.,Yes
3408,no,no,0,4,False.,Yes
3409,no,no,0,1,False.,Yes
3410,yes,no,0,4,False.,Yes
3411,no,no,0,2,False.,Yes
3412,no,no,0,2,False.,Yes
3413,no,no,0,2,False.,No
3414,no,no,0,1,False.,Yes
3415,no,no,0,1,False.,Yes
3416,no,yes,18,0,False.,Yes
3417,no,yes,29,0,False.,Yes
3418,yes,no,0,1,False.,Yes
3419,no,no,0,2,False.,No
3420,no,no,0,3,False.,No
3421,yes,no,0,4,True.,No
3422,no,no,0,3,False.,No
3423,no,no,0,4,True.,Yes
3424,no,no,0,5,True.,No
3425,no,no,0,1,False.,Yes
3426,no,no,0,2,False.,No
3427,no,no,0,1,False.,No
3428,no,no,0,2,False.,No
3429,no,yes,36,2,False.,Yes
3430,no,no,0,3,False.,No
3431,no,no,0,2,False.,No
3432,yes,no,0,2,False.,Yes
3433,no,yes,25,0,False.,Yes
3434,no,no,0,3,False.,No
3435,no,no,0,0,False.,Yes
3436,no,yes,29,1,False.,Yes
3437,no,no,0,1,False.,No
3438,no,no,0,2,False.,Yes
3439,no,no,0,1,False.,Yes
3440,no,yes,32,1,False.,Yes
3441,no,no,0,0,False.,Yes
3442,no,no,0,2,False.,No
3443,no,yes,43,0,False.,Yes
3444,no,yes,39,1,False.,Yes
3445,no,no,0,1,False.,No
3446,no,no,0,1,False.,Yes
3447,no,no,0,3,False.,Yes
3448,no,no,0,1,False.,Yes
3449,no,no,0,1,False.,Yes
3450,no,yes,22,1,False.,No
3451,no,no,0,1,False.,Yes
3452,no,yes,25,4,False.,No
3453,no,no,0,1,False.,Yes
3454,no,yes,35,1,False.,Yes
3455,no,no,0,3,False.,No
3456,no,yes,25,2,False.,Yes
3457,no,yes,31,2,False.,No
3458,no,no,0,1,False.,Yes
3459,no,yes,38,3,False.,Yes
3460,no,yes,41,0,False.,Yes
3461,yes,no,0,0,False.,Yes
3462,yes,yes,6,1,False.,Yes
3463,no,no,0,3,False.,Yes
3464,yes,yes,37,3,False.,No
3465,no,no,0,2,False.,Yes
3466,no,no,0,3,False.,Yes
3467,no,no,0,3,False.,Yes
3468,no,yes,30,1,False.,Yes
3469,no,no,0,2,False.,Yes
3470,no,no,0,1,True.,Yes
3471,no,no,0,0,False.,Yes
3472,no,no,0,1,False.,Yes
3473,yes,no,0,2,True.,No
3474,no,no,0,1,True.,No
3475,no,yes,40,1,False.,Yes
3476,no,yes,33,2,False.,No
3477,no,no,0,2,True.,Yes
3478,no,no,0,0,False.,No
3479,no,no,0,3,False.,No
3480,no,no,0,1,False.,Yes
3481,no,no,0,1,False.,No
3482,no,no,0,1,False.,No
3483,no,no,0,1,True.,Yes
3484,yes,no,0,0,False.,Yes
3485,no,no,0,0,False.,No
3486,no,yes,36,2,False.,No
3487,no,no,0,1,False.,No
3488,no,no,0,3,False.,Yes
3489,no,no,0,0,False.,Yes
3490,no,no,0,2,False.,No
3491,no,no,0,0,False.,No
3492,no,yes,22,1,False.,Yes
3493,no,no,0,2,False.,No
3494,no,no,0,1,False.,Yes
3495,no,yes,22,2,False.,Yes
3496,no,no,0,1,True.,Yes
3497,no,no,0,0,False.,No
3498,no,no,0,1,False.,Yes
3499,no,no,0,0,False.,Yes
3500,no,no,0,1,False.,No
3501,no,no,0,1,False.,Yes
3502,no,no,0,3,False.,No
3503,no,no,0,1,False.,Yes
3504,no,no,0,1,False.,Yes
3505,no,no,0,4,False.,No
3506,no,no,0,1,False.,Yes
3507,no,no,0,0,False.,Yes
3508,no,no,0,2,False.,Yes
3509,no,no,0,1,False.,Yes
3510,no,no,0,0,True.,No
3511,no,yes,12,1,False.,No
3512,no,no,0,1,False.,Yes
3513,yes,no,0,3,False.,Yes
3514,no,no,0,5,True.,Yes
3515,no,no,0,1,False.,Yes
3516,no,no,0,2,False.,Yes
3517,no,no,0,2,False.,Yes
3518,no,no,0,2,False.,Yes
3519,no,yes,32,1,False.,No
3520,no,no,0,2,False.,No
3521,no,no,0,1,False.,No
3522,no,no,0,5,True.,Yes
3523,no,yes,25,3,False.,Yes
3524,no,yes,25,2,False.,Yes
3525,no,no,0,0,False.,Yes
3526,no,yes,21,0,False.,Yes
3527,no,no,0,3,False.,Yes
3528,no,no,0,1,False.,Yes
3529,yes,no,0,1,True.,Yes
3530,no,no,0,2,False.,Yes
3531,no,no,0,2,False.,Yes
3532,no,yes,31,3,False.,Yes
3533,no,no,0,3,False.,No
3534,no,yes,46,1,False.,Yes
3535,yes,yes,21,0,False.,No
3536,no,no,0,1,False.,No
3537,no,no,0,1,False.,Yes
3538,no,no,0,1,False.,No
3539,no,yes,25,4,False.,Yes
3540,no,no,0,1,True.,No
3541,no,yes,27,1,False.,No
3542,no,no,0,4,False.,Yes
3543,no,no,0,3,True.,No
3544,no,yes,37,1,False.,Yes
3545,no,no,0,3,False.,Yes
3546,no,yes,20,1,False.,Yes
3547,no,no,0,0,False.,No
3548,no,no,0,1,False.,Yes
3549,no,no,0,3,False.,Yes
3550,no,yes,18,1,False.,Yes
3551,no,no,0,2,False.,Yes
3552,no,no,0,2,False.,Yes
3553,yes,yes,36,2,True.,Yes
3554,no,no,0,1,False.,No
3555,no,no,0,3,False.,No
3556,no,no,0,1,False.,No
3557,no,no,0,1,False.,Yes
3558,no,no,0,1,True.,Yes
3559,no,no,0,1,False.,Yes
3560,no,no,0,1,False.,No
3561,no,yes,33,1,False.,Yes
3562,yes,no,0,1,True.,Yes
3563,no,no,0,1,False.,Yes
3564,no,no,0,3,False.,Yes
3565,no,yes,40,2,False.,Yes
3566,no,yes,24,0,False.,Yes
3567,no,no,0,1,False.,Yes
3568,no,no,0,2,False.,Yes
3569,no,no,0,5,True.,No
3570,no,yes,28,1,False.,Yes
3571,no,no,0,3,False.,No
3572,no,no,0,3,False.,No
3573,no,no,0,0,False.,Yes
3574,no,yes,30,0,False.,Yes
3575,no,yes,34,3,False.,Yes
3576,no,no,0,0,False.,No
3577,no,no,0,2,False.,Yes
3578,yes,yes,15,1,False.,Yes
3579,no,yes,18,3,False.,No
3580,no,no,0,0,False.,Yes
3581,no,no,0,1,False.,Yes
3582,no,no,0,1,False.,Yes
3583,no,no,0,4,True.,Yes
3584,no,yes,26,2,False.,Yes
3585,no,no,0,3,False.,Yes
3586,no,no,0,2,False.,Yes
3587,no,no,0,3,True.,Yes
3588,no,no,0,5,True.,No
3589,no,yes,29,1,False.,Yes
3590,no,no,0,2,False.,Yes
3591,no,no,0,2,False.,Yes
3592,no,yes,22,1,False.,Yes
3593,no,no,0,4,False.,Yes
3594,no,yes,28,0,False.,No
3595,yes,no,0,1,True.,No
3596,no,no,0,1,False.,Yes
3597,no,no,0,4,False.,Yes
3598,yes,no,0,4,False.,Yes
3599,yes,no,0,2,True.,Yes
3600,no,no,0,0,False.,Yes
3601,no,yes,38,1,False.,Yes
3602,no,yes,36,1,False.,No
3603,no,no,0,3,False.,Yes
3604,no,no,0,0,False.,Yes
3605,no,no,0,1,False.,No
3606,no,no,0,3,False.,Yes
3607,no,yes,38,1,False.,Yes
3608,no,yes,32,1,False.,Yes
3609,no,no,0,2,False.,No
3610,no,yes,26,5,False.,Yes
3611,no,no,0,1,False.,Yes
3612,no,no,0,2,False.,Yes
3613,no,yes,34,0,False.,No
3614,no,no,0,1,False.,Yes
3615,no,no,0,1,False.,Yes
3616,no,yes,29,1,False.,Yes
3617,no,no,0,0,False.,Yes
3618,no,no,0,2,False.,Yes
3619,no,yes,30,3,False.,No
3620,no,no,0,1,False.,Yes
3621,no,no,0,1,False.,Yes
3622,no,yes,27,3,False.,Yes
3623,no,yes,31,3,False.,Yes
3624,no,yes,45,0,False.,Yes
3625,no,yes,49,1,False.,Yes
3626,no,no,0,2,True.,Yes
3627,no,no,0,0,False.,No
3628,no,no,0,2,False.,Yes
3629,no,yes,36,1,False.,Yes
3630,no,no,0,2,False.,Yes
3631,no,no,0,2,False.,Yes
3632,no,yes,35,0,False.,No
3633,no,no,0,2,False.,Yes
3634,no,yes,30,1,False.,No
3635,no,no,0,0,False.,No
3636,no,yes,31,1,False.,Yes
3637,no,no,0,1,False.,Yes
3638,no,no,0,3,False.,Yes
3639,yes,no,0,1,False.,No
3640,no,no,0,1,False.,No
3641,yes,no,0,2,True.,Yes
3642,no,no,0,1,False.,Yes
3643,no,no,0,0,False.,Yes
3644,yes,yes,46,1,False.,Yes
3645,no,no,0,2,False.,No
3646,no,no,0,1,False.,Yes
3647,no,no,0,0,True.,Yes
3648,no,no,0,0,False.,Yes
3649,no,no,0,1,True.,Yes
3650,no,yes,30,5,True.,Yes
3651,yes,no,0,1,False.,Yes
3652,no,no,0,2,True.,Yes
3653,no,no,0,1,False.,Yes
3654,no,no,0,3,False.,Yes
3655,no,no,0,4,True.,Yes
3656,yes,no,0,2,True.,Yes
3657,no,no,0,1,False.,Yes
3658,no,no,0,2,False.,No
3659,no,no,0,1,False.,Yes
3660,no,no,0,1,False.,No
3661,no,no,0,4,False.,No
3662,no,no,0,1,False.,No
3663,no,no,0,1,False.,Yes
3664,no,no,0,1,False.,No
3665,no,no,0,2,False.,Yes
3666,no,yes,19,0,False.,Yes
3667,no,yes,27,1,False.,Yes
3668,no,no,0,1,False.,Yes
3669,no,yes,26,0,False.,Yes
3670,no,yes,28,2,False.,No
3671,no,no,0,1,False.,No
3672,no,yes,17,2,False.,Yes
3673,yes,no,0,1,False.,Yes
3674,no,yes,22,2,False.,No
3675,no,yes,21,0,False.,No
3676,yes,yes,36,1,False.,Yes
3677,yes,no,0,0,False.,Yes
3678,no,yes,49,3,False.,No
3679,no,no,0,1,False.,Yes
3680,no,no,0,0,False.,No
3681,no,no,0,2,False.,Yes
3682,no,no,0,0,False.,Yes
3683,no,no,0,0,False.,Yes
3684,no,no,0,1,False.,No
3685,yes,no,0,1,False.,Yes
3686,no,no,0,6,True.,Yes
3687,no,yes,26,1,False.,Yes
3688,no,no,0,1,True.,Yes
3689,no,no,0,0,False.,Yes
3690,no,no,0,1,False.,Yes
3691,no,no,0,0,False.,No
3692,yes,yes,41,1,False.,Yes
3693,no,no,0,1,False.,No
3694,no,yes,38,2,False.,No
3695,no,no,0,0,False.,Yes
3696,yes,no,0,6,True.,No
3697,no,yes,31,3,False.,Yes
3698,yes,no,0,0,False.,No
3699,no,no,0,1,False.,Yes
3700,no,no,0,1,False.,Yes
3701,no,no,0,3,False.,Yes
3702,no,no,0,1,True.,Yes
3703,no,no,0,1,False.,Yes
3704,no,no,0,2,False.,Yes
3705,no,no,0,1,True.,No
3706,no,no,0,1,False.,Yes
3707,yes,no,0,3,False.,Yes
3708,no,no,0,4,False.,Yes
3709,no,no,0,2,True.,Yes
3710,no,no,0,1,False.,Yes
3711,no,no,0,0,False.,Yes
3712,no,yes,27,1,False.,No
3713,no,yes,31,2,False.,No
3714,no,no,0,2,True.,No
3715,no,no,0,1,True.,Yes
3716,no,no,0,2,False.,Yes
3717,yes,no,0,3,True.,Yes
3718,no,no,0,1,True.,No
3719,no,no,0,3,False.,No
3720,no,yes,36,2,False.,Yes
3721,no,no,0,2,False.,No
3722,no,no,0,3,False.,Yes
3723,no,yes,26,0,False.,Yes
3724,yes,no,0,3,False.,Yes
3725,no,no,0,3,False.,Yes
3726,no,yes,39,1,False.,Yes
3727,no,no,0,0,False.,Yes
3728,yes,yes,40,3,False.,Yes
3729,yes,no,0,1,True.,No
3730,no,no,0,2,False.,Yes
3731,yes,yes,32,3,True.,No
3732,no,no,0,2,False.,Yes
3733,no,no,0,1,False.,Yes
3734,no,yes,27,0,False.,Yes
3735,no,no,0,3,False.,Yes
3736,yes,no,0,2,False.,Yes
3737,no,yes,34,0,False.,No
3738,no,yes,34,2,False.,Yes
3739,no,no,0,0,True.,Yes
3740,no,no,0,2,False.,Yes
3741,no,no,0,2,False.,Yes
3742,no,no,0,0,False.,Yes
3743,no,yes,16,1,False.,No
3744,no,no,0,5,False.,Yes
3745,no,yes,24,0,False.,Yes
3746,no,no,0,2,False.,Yes
3747,yes,no,0,0,False.,No
3748,no,no,0,0,False.,Yes
3749,no,no,0,2,False.,Yes
3750,no,no,0,2,False.,Yes
3751,no,no,0,1,False.,Yes
3752,no,yes,16,1,False.,Yes
3753,no,no,0,3,False.,Yes
